ido_word,esperanto_word,in_current_dict,in_wiktionary
Informo,Informo,False,no
Informo-teorio,Informteorio,False,no
Infra-Saxonia,Malsupra Saksio,False,no
Infrereda,Infraruĝa radiado,False,no
Infuzorio,Infuzorio,False,no
Ingrano,Dentrado,False,no
Inkandeco-lampo,Ampolo,False,no
Inkunablo,Inkunablo,False,no
Ino,Leŭkotea,False,no
Insekt-ocidilo,Insekticido,False,no
Intalio,Konkava preso,False,no
Integro,Entjero,False,no
Inteligentaro,Inteligencio,False,no
Inter-Slava linguo,Interslava lingvo,False,no
Interago,Interago,False,no
Intercienceso,Interfakeco,False,no
Interfacio,Interfaco,False,no
Interglossa,Intergloso,False,no
Interlinguistiko,Interlingvistiko,False,no
Interpretilo,Interpretilo,False,no
Interretnavigilo,TTT-legilo,False,no
Intersexualeso,Intersekseco,False,no
Intifada,Intifado,False,no
Introitus,Introitus,False,no
Intuico,Intuicio,False,no
Invento,Invento,False,no
Ioanina,Ioanino,False,no
Ionia,Ionio,False,no
Iowa,Iovao,False,no
IP-telefonado,Interreta telefono,False,no
Ipatinga,Ipatinga,False,no
Iquique,Iquique,False,no
Iraco,Kolero,False,no
Irigaco,Irigacio,False,no
Ishtar,Iŝtar,False,no
Iskemio,Iskemio,False,no
Istro-Rumaniana linguo,Istrorumana lingvo,False,no
Itabirito,Itabirito,False,no
Itabuna,Itabuna,False,no
Italiki,Italikoj,False,no
Itaparica,Itaparica,False,no
Itapipoca,Itapipoca,False,no
Iwamizawa,Iŭamizaŭa,False,no
Izagre,Izagre,False,no
Izolineo,Izolinio,False,no
Izolivo,Elektra izolaĵo,False,no
Jaceyo,Geologia kuŝejo,False,no
Jack-frukto,Jakvo,False,no
Jakarta,Ĝakarto,False,no
Jakobino,Jakobeno,False,no
Jalisco,Jalisco,False,no
Jamiroquai,Jamiroquai,False,no
Janicharo,Janiĉaroj,False,no
Jansenismo,Jansenismo,False,no
Jaspo,Jaspo,False,no
Javelino,Ĵetlanco,False,no
Jedi,Ĵedajo,False,no
Jedlicze,Jedlicze,False,no
Jedwabne,Jedwabne,False,no
Jejunumo,Jejuno,False,no
Jelgava,Jelgava,False,no
Jena,Jena,False,no
Jendarmaro,Ĝendarmo,False,no
Jenjivito,Gingivito,False,no
Jerzeo,Ĵerzeja teksaĵo,False,no
Jonko,Ĵonko,False,no
Joyo,Ĝojo,False,no
Juazeiro,Juazeiro,False,no
Juba,Ĝubao,False,no
Jubeo,Jubeo,False,no
Juche-ideo,Ĉuĉeo,False,no
Judaismo,Judismo,False,no
Judi,Judoj,False,no
Juracho,Sakro,False,no
Jurasal-epoko,Ĵurasio,False,no
Jurio,Ĵurio,False,no
Jurnalaro,Ĵurnalismo,False,no
Juvenalis,Juvenalo,False,no
Kabalo,Kabalo,False,no
Kabareto,Kabaredo,False,no
Kachuo,Kateĉuo,False,no
Kadastro,Katastro,False,no
Kadima,Kadima,False,no
Kadro-rakonto,Kadra rakonto,False,no
Kafeokuliero,Tekulero,False,no
Kaftano,Kaftano,False,no
Kagoshima,Kagoŝimo,False,no
Kagulo,Bivakĉapo,False,no
Kairo,Kairo,False,no
Kajar-dinastio,Kaĝaroj,False,no
Kakatuo,Kakatuedoj,False,no
Kakchikel-linguo,Kakĉikela lingvo,False,no
Kakexio,Kaĥeksio,False,no
Kalabria,Kalabrio,False,no
Kalamata,Kalamata,False,no
Kalcedono,Kalcedono,False,no
Kalenturo,Insolacio,False,no
Kalevala,Kalevala,False,no
Kalidasa,Kalidaso,False,no
Kalifio,Kaliflando,False,no
Kalifornia,Kalifornio,False,no
Kalifornio,Kaliforniumo,False,no
Kaliope,Kaliopo,False,no
Kalkar,Kalkar,False,no
Kalkulilo,Kalkulilo,False,no
Kalkulo,Infinitezima kalkulo,False,no
Kalkuta,Kolkato,False,no
Kallimahos,Kalimaĥo,False,no
Kalorimetrio,Kalorimetrio,False,no
Kalson-kalzo,Kalsonŝtrumpoj,False,no
Kaluga,Kaluga,False,no
Kalvario,Golgoto,False,no
Kalvinismo,Kalvinismo,False,no
Kamarilio,Kamarilo,False,no
Kamerlingo,Kamerlingo,False,no
Kamero,Fotilo,False,no
Kamomilo,Kamomilo,False,no
Kamp-automobilo,Kampadveturilo,False,no
Kampala,Kampalo,False,no
Kampania,Kampanio,False,no
Kampanulo,Kampanulo,False,no
Kampucea,Demokratia Kamboĝo,False,no
Kanarii,Kanarioj,False,no
Kandelabro,Kandelabro,False,no
Kangchenjunga,Kangchenjunga,False,no
Kanibaleso,Kanibalismo,False,no
Kanikulo,Varmondo,False,no
Kanio,Ĥanlando,False,no
Kano,Fragmito,False,no
Kanoniko,Kanoniko,False,no
Kanono,Kanono,False,no
Kansas,Kansaso,False,no
Kantabilo,Cantabile,False,no
Kantabri,Kantabroj,False,no
Kantabria,Kantabrio,False,no
Kantarelo,Kantarelo,False,no
Kantarido,Kantarido,False,no
Kantato,Kantato,False,no
Kantiko,Kantiko,False,no
Kantono,Kantono,False,no
Kantoro,Kantoro,False,no
Kaolino,Kaolino,False,no
Kap-askoltilo,Kapaŭskultiloj,False,no
Kapadocia,Kapadocio,False,no
Kapaneus,Kapaneo,False,no
Kapero,Kaporo,False,no
Kapibaro,Kapibaro,False,no
Kapilarefekto,Kapilareco,False,no
Kapitalismo,Kapitalismo,False,no
Kapitulo,Kapitulo,False,no
Kapo-razito,Razkapulo,False,no
Kaprimulgo,Kaprimulgedoj,False,no
Karabino,Karabeno,False,no
Karabo,Grundoskarabo,False,no
Karachi,Karaĉio,False,no
Karaoke,Karaokeo,False,no
Karateo,Karateo,False,no
Karavanserayo,Karavanejo,False,no
Karavelo,Karavelo,False,no
Karbobioxo,Karbona dioksido,False,no
Karbohidrato,Karbonhidrato,False,no
Karburatoro,Karburilo,False,no
Kardamino,Kardamino,False,no
Kardinalo,Kardinalo,False,no
Kardioido,Kardioido,False,no
Kardiologio,Kardiologio,False,no
Karditsa,Karditsa,False,no
Karduno,Kardono,False,no
Kariatido,Kariatido,False,no
Karico,Ciperacoj,False,no
Karikaturo,Karikaturo,False,no
Kariopso,Kariopso,False,no
Karistii,Karistioj,False,no
Karlino,Karlino,False,no
Karlsruhe,Karlsruhe,False,no
Karmelito,Karmelanoj,False,no
Karmezino,Karmezino,False,no
Karnataka,Karnatako,False,no
Karolus-dinastio,Karolidoj,False,no
Karolus-renesanco,Karolida renesanco,False,no
Karoso,Ĉarego,False,no
Karotino,Karoteno,False,no
Karpati,Karpatoj,False,no
Karpetani,Karpetanoj,False,no
Karpino,Karpeno,False,no
Kartago,Kartago,False,no
Kartali,Kartali,False,no
Kartoludo,Kartludo,False,no
Kartusho,Kartuŝo,False,no
Karubiero,Karobarbo,False,no
Kasandra,Kasandra,False,no
Kasba,Kasbaho,False,no
Kashubi,Kaŝuboj,False,no
Kasiso,Nigra ribo,False,no
Kasli,Kasli,False,no
Kaspia,Kaspio,False,no
Kasqueto,Ĉapo,False,no
Kastoreo,Kastoreo,False,no
Katafalko,Katafalko,False,no
Katakombo,Katakombo,False,no
Katakrezo,Katakrezo,False,no
Katalepsio,Katalepsio,False,no
Katalizo,Katalizo,False,no
Katalpo,Katalpo,False,no
Katana,Katana,False,no
Katar,Kataro,False,no
Katari,Katarismo,False,no
Katedro,Predikejo,False,no
Katekismo,Kateĥismo,False,no
Katekumeno,Katekumeno,False,no
Katolikismo,Katolikismo,False,no
Katowice,Katowice,False,no
Katreus,Katreo,False,no
Kaucion-sumo,Kaŭcio,False,no
Kaukazia,Kaŭkazio,False,no
Kaunas,Kaŭno,False,no
Kauterizo,Kaŭterizo,False,no
Kauzeso,Kaŭzeco,False,no
Kavalkado,Rajdado,False,no
Kavern-arto,Prahomaj pentraĵoj,False,no
Kayer-komputero,Tekokomputilo,False,no
Kazablanka,Kazablanko,False,no
Kazemato,Kazemato,False,no
Kazuaro,Kazuaro,False,no
Kebabo,Kebabo,False,no
Kebekia,Kebekio,False,no
Kechupo,Keĉupo,False,no
Keglo,Kegloludo,False,no
Keleos,Keleo,False,no
Kelti,Keltoj,False,no
Kemerovo,Kemerovo,False,no
Kemioterapio,Kemiterapio,False,no
Kenelo,Knelo,False,no
Kepio,Kepo,False,no
Kerala,Keralo,False,no
Keratino,Keratino,False,no
Keri,Keresoj,False,no
Kerio,Karepulvoro,False,no
Kerkira,Kerkira,False,no
Kerubo,Kerubo,False,no
Kesha,Kesha,False,no
Kielce,Kielce,False,no
Kigali,Kigalio,False,no
Kik-boxo,Piedbato-bokso,False,no
Kilikia,Kilikio,False,no
Kilimanjaro,Kilimanĝaro,False,no
Kimchi,Kimĉio,False,no
Kinshasa,Kinŝaso,False,no
Kirenaika,Cirenaiko,False,no
Kiribati,Kiribato,False,no
Kirke,Circo,False,no
Kisho,Kiŝo,False,no
Kizhi,Kiĵi,False,no
Kizlyar,Kizlaro,False,no
Klavaro-fasono,Klavarfasono,False,no
Klematido,Klemato,False,no
Kleopatra,Kleopatro,False,no
Klerikaro,Kleriko,False,no
Kleszczele,Kleszczele,False,no
Klimatizilo,Klimatizilo,False,no
Klimato-chanjo,Klimata ŝanĝo,False,no
Klimatologio,Klimatscienco,False,no
Klingon-linguo,Klingona lingvo,False,no
Klio,Klio,False,no
Klipero,Klipero,False,no
Klitemnestra,Klitemnestro,False,no
Klivo,Klivebleco,False,no
Klorofluorokarbido,Kloro-fluoro-karbono,False,no
Knaucio,Knaŭtio,False,no
Knidulo,Knidulo,False,no
Knyazo,Knjazo,False,no
Koagulo-rokaji,Magmorokaĵo,False,no
Koakto,Limigo,False,no
Koalo,Koalo,False,no
Kobe,Kobeo,False,no
Kochenilo,Dactylopius coccus,False,no
Kocigo,Kokcigo,False,no
Kodex-experto,Kodumulo,False,no
Kohorto,Kohorto,False,no
Kokoso-insuli,Kokosinsuloj,False,no
Kolareto,Krispo,False,no
Kolektivismo,Kolektivismo,False,no
Koleoptero,Koleopteroj,False,no
Kolimbo,Gaviedoj,False,no
Kolno,Kolno,False,no
Koloko,Investado,False,no
Koloniismo,Koloniismo,False,no
Kolor-akumulajo,Kolorŝargo,False,no
Kolor-blindeso,Kolorblindeco,False,no
Kolorado,Koloradio,False,no
Kolumbario,Kolumbario,False,no
Koluszki,Koluszki,False,no
Komanditero,Sponsoro,False,no
Kombat-arto,Luktosporto,False,no
Kombataviono,Ĉasaviadilo,False,no
Kombato,Armita luktado,False,no
Kombinatoriko,Kombinatoriko,False,no
Kombucho,Kombuĉo,False,no
Kombusto,Brulo,False,no
Komi-linguo,Komia lingvo,False,no
Komisuro,Komisuro,False,no
Komori,Komoroj,False,no
Kompililo,Tradukilo,False,no
Kompostado,Kompostado,False,no
Kompundo,Kunmetita vorto,False,no
Komputerago,Komputado,False,no
Komtio,County,False,no
Koncentreyo,Koncentrejo,False,no
Koncentro,Koncentriteco,False,no
Koncio,Konscio,False,no
Kondrito,Kondrito,False,no
Konestablo,Konestablo,False,no
Konfeto,Konfeto,False,no
Konflikto,Konflikto,False,no
Konfuceismo,Konfuceismo,False,no
Konfucius,Konfuceo,False,no
Kongro,Kongro,False,no
Konidio,Konidio,False,no
Konjuntivito,Konjunktivito,False,no
Konkluzo,Konkludo,False,no
Konkoido,Konkoido,False,no
Konkordato,Konkordato,False,no
Konocado,Kogno,False,no
Konosmento,Konosamento,False,no
Konservemismo,Konservativismo,False,no
Konservobiologio,Konserva biologio,False,no
Konsoldo,Simfito,False,no
Konstantinoplo,Konstantinopolo,False,no
Konstrukto,Konstruado,False,no
Konsumo,Konsumo,False,no
Kontinentala ter-krusto,Kontinenta terkrusto,False,no
Kontradanso,Kontraŭdanco,False,no
Kontrato,Kontrakto,False,no
Kontrereformo,Kontraŭreformacio,False,no
Kontrespionado,Kontraŭspionado,False,no
Kontrevalenco,Disaŭo,False,no
Konvekto,Konvekto,False,no
Konya,Konya,False,no
Kopalo,Kopalo,False,no
Kopernicio,Kopernicio,False,no
Koprolito,Koprolito,False,no
Kopulo,Kopulo,False,no
Koquarto,Kuirado,False,no
Koralio-rifo,Korala rifo,False,no
Koramshar,Ĥoramŝahr,False,no
Korbelo,Konzolo,False,no
Kord-quarteto,Arĉa kvarteto,False,no
Kordo-teorio,Kordoteorio,False,no
Korespondo,Korespondo,False,no
Koribanti,Koribantoj,False,no
Korinto,Korinta sekvinbero,False,no
Korintos,Korinto,False,no
Koriolis-forco,Koriolisforto,False,no
Korkino,Korkino,False,no
Kornalino,Karneolo,False,no
Kornamuzo,Sakŝalmo,False,no
Koroido,Koroido,False,no
Korporacionismo,Korporaciismo,False,no
Korporalo,Korporalo,False,no
Korsajo,Korsaĵo,False,no
Korseto,Korseto,False,no
Korsika,Korsiko,False,no
Korundo,Korundo,False,no
Korveto,Korveto,False,no
Kosmodromo,Kosmodromo,False,no
Kosmogonio,Kosmogonio,False,no
Kosmografio,Kosmografio,False,no
Kosmokonkurso,Kosmokonkuro,False,no
Kosmologio,Kosmologio,False,no
Kosmonavo,Kosmoveturilo,False,no
Kosmoprobilo,Kosmosondilo,False,no
Kosovo,Kosovo,False,no
Kospleo,Kosplejo,False,no
Kostroma,Kostroma,False,no
Kotiledono,Kotiledono,False,no
Kotos,Kotoso,False,no
Koyos,Kojo,False,no
Koyoto,Kojoto,False,no
Kozaki,Kozakoj,False,no
Kozhikode,Kalikuto,False,no
Krak-kokaino,Krakkokaino,False,no
Kranaos,Kranao,False,no
Kreischa,Kreischa,False,no
Kremono,Falebo,False,no
Kreozoto,Kreozoto,False,no
Kreteus,Kreteo,False,no
Kretono,Kretono,False,no
Krev-maizo,Krevmaizo,False,no
Kreyos,Krejo,False,no
Kriko,Kriko,False,no
Krimean-Tatara linguo,Krime-tatara lingvo,False,no
Krimino,Krimo,False,no
Krinolino,Krinolino,False,no
Kriptografo,Kriptologio,False,no
Kriptono,Kriptono,False,no
Kriptovaluto,Ĉifrovaluto,False,no
Krishna,Kriŝno,False,no
Krismo,Krismo,False,no
Kristaligo,Kristaliĝo,False,no
Kristalografio,Kristalografio,False,no
Kristandemokratio,Kristana demokratio,False,no
Kristanismo,Kristanismo,False,no
Kristnask-arboro,Kristnaska arbo,False,no
Kristologio,Kristologio,False,no
Krita,Krita,False,no
Kroketo,Kroketo,False,no
Kromatoforo,Kromatoforo,False,no
Kron-princo,Kronprinco,False,no
Kronglaso,Kraŭno,False,no
Kronobiologio,Tempobiologio,False,no
Kronometro,Halthorloĝo,False,no
Krosno,Krosno,False,no
Kroz-aviacant armo,Krozmisilo,False,no
Krucago,Krucumado,False,no
Krucifixo,Krucifikso,False,no
Krucomiliti,Krucmilitoj,False,no
Krudajo,Kruda materialo,False,no
Krustaceo,Krustacoj,False,no
Krynki,Krynki,False,no
Kubebo,Kubebo,False,no
Kubismo,Kubismo,False,no
Kuboradiko,Kuba radiko,False,no
Kuk-bakisto,Kukbakisto,False,no
Kukurbitaceo,Kukurbacoj,False,no
Kulpozeso,Kulposento,False,no
Kult-kargajo,Kargokulto,False,no
Kumasi,Kumasi,False,no
Kumulus-nimbo,Kumulonimbuso,False,no
Kumuluso,Kumuluso,False,no
Kunfederuro,Konfederacio,False,no
Kuopio,Kuopio,False,no
Kuperoso,Kuperozo,False,no
Kuprograbado,Kuprogravurado,False,no
Kur-bendo,Kurtapiŝo,False,no
Kuraco-loko,Kuracloko,False,no
Kuraro,Kuraro,False,no
Kurdi,Kurdoj,False,no
Kurili,Kurilaj insuloj,False,no
Kuriumo,Kuriumo,False,no
Kurkuliono,Kurkuliedoj,False,no
Kurkumo,Kurkumo,False,no
Kurland-istmo,Kurona duoninsulo,False,no
Kurlio,Kurlo,False,no
Kushiro,Kuŝiro,False,no
Kuskuto,Kuskuto,False,no
Kuspido,Trafleksa punkto,False,no
Kutikulo,Kutiklo,False,no
Kutno,Kutno,False,no
Kutro,Kutro,False,no
Kuvento,Konvento,False,no
Kuzo,Gekuzoj,False,no
Kvaso,Kvaso,False,no
Kwa-lingui,Kvaa lingvaro,False,no
Kwanza,Angola kvanzo,False,no
Kyoto,Kioto,False,no
L'Aquila,La-Aglo,False,no
Labaro,Labaro,False,no
Laestadiismo,Lestadianismo,False,no
Lahore,Lahoro,False,no
Lahti,Lahti,False,no
Laktazo,Laktazo,False,no
Lakto-Voyo,Lakta Vojo,False,no
Laktoso,Laktozo,False,no
Lamantino,Manato,False,no
Lambda-kalkulo,Lambda-kalkulo,False,no
Lampiono,Lampiono,False,no
Lancashire,Lankaŝiro,False,no
Landgravo,Landgrafo,False,no
Languedoc-Roussillon,Langvedoko-Rusiljono,False,no
Lanio,Laniedoj,False,no
Lanjo,Vindotuko,False,no
Laos,Laoso,False,no
Laozi,Laŭzio,False,no
Lapislazulo,Lazurŝtono,False,no
Lapiti,Lapito,False,no
Laponia,Sameio,False,no
Laringito,Laringito,False,no
Lasa,Lasao,False,no
Lasero,Lasero,False,no
Latakia,Latakio,False,no
Latexo,Laktosuko,False,no
Latin-Amerika,Latinameriko,False,no
Latinigado,Latinigo,False,no
Latiro,Odora latiro,False,no
Lato,Lato,False,no
Latvia,Latvio,False,no
Laudano,Laŭdano,False,no
Lausanne,Laŭzano,False,no
Laut-parolilo,Laŭtparolilo,False,no
Layos,Laio,False,no
Lazareto,Lazareto,False,no
Lazi,Lazoj,False,no
Lazio,Latio,False,no
Lecce,Lecce,False,no
Legifantaro,Leĝdona povo,False,no
Leguminoso,Fabacoj,False,no
Leiria,Leiria,False,no
Lelegi,Lelegoj,False,no
Lemuriano,Lemuredoj,False,no
Lentisko,Lentisko,False,no
Lepidoptero,Lepidoptera,False,no
Lethbridge,Lethbridge,False,no
Lev-charioto,Ĉarelo,False,no
Levanto,Levantenio,False,no
Leviatano,Levjatano,False,no
Levriero,Leporhundoj,False,no
Lexikologio,Leksikologio,False,no
Lhotse,Lhotse,False,no
Liano,Liano,False,no
Libelo,Nivelilo,False,no
Liberalismo,Liberalismo,False,no
Libertalia,Libertalia,False,no
Libertempo,Ripozo,False,no
Libreto,Libreto,False,no
Libreville,Librevilo,False,no
Liceras,Liceras,False,no
Lico,Dromo,False,no
Lidia,Lidio,False,no
Ligamento,Ligamento,False,no
Lignino,Lignino,False,no
Liguria,Ligurio,False,no
Liguro,Ligaturo,False,no
Ligustro,Ligustro,False,no
Likia,Likio,False,no
Liktoro,Liktoro,False,no
Lille,Lillo,False,no
Lilongwe,Lilongvo,False,no
Lima,Limo,False,no
Limbo,Limbo,False,no
Limeto,Citrus limetta,False,no
Lincolnshire,Linkolnŝiro,False,no
Lineosegmento,Rektosegmento,False,no
Linguaro,Lingva familio,False,no
Linguo-inkluzo,Lingvoinsulo,False,no
Linguovario,Lingvovario,False,no
Lintelo,Lintelo,False,no
Lipogramo,Lipogramo,False,no
Liriko,Liriko,False,no
Lisboa,Lisbono,False,no
Litayi,Litaio,False,no
Litio,Litio,False,no
Lito-kovrilo,Litkovrilo,False,no
Litoto,Litoto,False,no
Livermorio,Livermorio,False,no
Livreo,Livreo,False,no
Lizimakio,Lizimaĥio,False,no
Ljubljana,Ljubljano,False,no
Lobelio,Lobelio,False,no
Lobio,Lobiado,False,no
Lobito,Lobito,False,no
Lobo,Lobo,False,no
Locarno,Lokarno,False,no
Locho,Ciprinoformaj,False,no
Logolibro,Loglibro,False,no
Logotipo,Markemblemo,False,no
Loire-regiono,Luarlandoj,False,no
Lokomobilo,Lokomobilo,False,no
Lombardia,Lombardio,False,no
Lome,Lomeo,False,no
Londrina,Londrina,False,no
Lorde,Lorde,False,no
Lordi,Lordi,False,no
Lotringia,Loreno,False,no
Louisiana,Luiziano,False,no
Louvre,Luvro,False,no
Luanda,Luando,False,no
Lucillo,Lucillo,False,no
Luciolo,Lampiredoj,False,no
Lucretius,Lukrecio,False,no
Luddisti,Luddismo,False,no
Ludo,Ludo,False,no
Ludo-mashino,Ludkonzolo,False,no
Ludo-teorio,Ludoteorio,False,no
Ludoduktanto,Ludestro,False,no
Ludokarto,Ludkarto,False,no
Lugano,Lugano,False,no
Lukano,Cervoskarabo,False,no
Lukianos,Luciano,False,no
Luktado,Luktado,False,no
Lumeno,Lumeno,False,no
Lumozeso,Lumeco,False,no
Lumyaro,Lumjaro,False,no
Lupanaro,Bordelo,False,no
Lusaka,Lusako,False,no
Lusitania,Luzitanio,False,no
Lutecio,Lutecio,False,no
Luteranismo,Luteranismo,False,no
Luyego,Luyego,False,no
Luzerno,Luzerno,False,no
Lycurgus,Likurgo,False,no
Madagaskar,Madagaskaro,False,no
Madeira,Madejro,False,no
Mafio,Mafio,False,no
Magacela,Magacela,False,no
Magas,Magaso,False,no
Magio,Magio,False,no
Magnato,Magnato,False,no
Magnesia,Magnisio,False,no
Magnetismo,Magnetismo,False,no
Magnolio,Magnolio,False,no
Maguilla,Maguilla,False,no
Mahabharata,Mahabarato,False,no
Mahachkala,Maĥaĉkalao,False,no
Maharashtra,Maharaŝtro,False,no
Maine,Majno,False,no
Majuro,Majuro,False,no
Makako,Makako,False,no
Makarono,Makarono,False,no
Makassar,Makassar,False,no
Makiavelismo,Makiavelismo,False,no
Makio,Ringvosta lemuro,False,no
Maklo,Kristala ĝemelo,False,no
Makrociklo,Makrociklo,False,no
Makroekonomiko,Makroekonomiko,False,no
Malabo,Malabo,False,no
Malagasi-linguo,Malagasa lingvo,False,no
Malakito,Malakito,False,no
Malawi,Malavio,False,no
Malaya-linguo,Malaja lingvo,False,no
Malaya-Polineziana lingui,Malajopolinezia lingvaro,False,no
Malcocinado,Malcocinado,False,no
Maldivi,Maldivoj,False,no
Mali,Malio,False,no
Mamono,Mamono,False,no
Managua,Managvo,False,no
Manaus,Manaŭso,False,no
Manchita,Manchita,False,no
Mandareno,Mandareno,False,no
Mande-lingui,Mandea lingvaro,False,no
Mandiraja,Mandiraja,False,no
Mandjuria,Manĉurio,False,no
Mandragoro,Mandragoro,False,no
Mandrelo,Mandreno,False,no
Manga,Mangao,False,no
Manila,Manilo,False,no
Manitoba,Manitobo,False,no
Manivel-arboro,Krankŝafto,False,no
Manj-kadavro,Kadavromanĝanto,False,no
Mansardo,Mansardo,False,no
Mantilio,Mantilo,False,no
Manto,Mantedoj,False,no
Mantova,Mantuo,False,no
Manzanilo,Mancinelo,False,no
Maoismo,Maoismo,False,no
Maori-linguo,Maoria lingvo,False,no
Maputo,Maputo,False,no
Mar-aglo,Fiŝaglo,False,no
Mar-lutro,Mar-lutro,False,no
Mar-ucelo,Marbirdoj,False,no
Marabuto,Marabuto,False,no
Maracaibo,Marakaibo,False,no
Maragogi,Maragogi,False,no
Maranguape,Maranguape,False,no
Marata-linguo,Marata lingvo,False,no
Maratono,Maratono,False,no
Marcipano,Marcipano,False,no
Margravo,Margrafo,False,no
Mariani,Marianoj,False,no
Marie-Antoinette,Marie-Antoinette,False,no
Marihuano,Mariĥuano,False,no
Marno,Marno,False,no
Marseille,Marsejlo,False,no
Marsuino,Focenedoj,False,no
Marsupialo,Marsupiulo,False,no
Martel-sharko,Martelŝarko,False,no
Martelego,Martelego,False,no
Martin-peskero,Alciono,False,no
Marxismo,Marksismo,False,no
Mas-spektrogramo,Mas-spektrogramo,False,no
Masaccio,Masaccio,False,no
Masaya,Masaya,False,no
Mashinokodexo,Maŝinkodo,False,no
Mashinolernado,Maŝina lernado,False,no
Maskarono,Maskarono,False,no
Maskilo,Masko,False,no
Maskulo,Vira sekso,False,no
Mastico,Mastiko,False,no
Matalebreras,Matalebreras,False,no
Matera,Matero,False,no
Matryoshka,Matrjoŝko,False,no
Maui,Maui,False,no
Mauri,Maŭroj,False,no
Mauritshuis,Mauritshuis,False,no
Mauzoleo,Maŭzoleo,False,no
Maya,Majaoj,False,no
Mayorka,Majorko,False,no
Mayotte,Majoto,False,no
Mazda,Mazda,False,no
Mazovia,Mazovio,False,no
Mbabane,Mbabano,False,no
Meceno,Mecenato,False,no
Medici,Mediĉoj,False,no
Medina,Medino,False,no
Medinaceli,Medinaceli,False,no
Mega,Mega,False,no
Megalito,Megalito,False,no
Megara,Megara,False,no
Megaterio,Megatherium,False,no
Megleno-Rumaniana linguo,Meglenorumana lingvo,False,no
Meitnerio,Mejtnerio,False,no
Meka,Mekko,False,no
Melamino,Melamino,False,no
Melanezia,Melanezio,False,no
Melanie,Melanie Safka,False,no
Melanismo,Melanismo,False,no
Melaso,Melaso,False,no
Melbourne,Melburno,False,no
Melilla,Melilo,False,no
Melinito,Pikrata acido,False,no
Meliso,Meliso,False,no
Melpomene,Melpomeno,False,no
Memo,Memeo,False,no
Menadi,Menado,False,no
Menajerio,Menaĝerio,False,no
Menandros,Menandro,False,no
Mendelevio,Mendelevio,False,no
Menelaos,Menelao,False,no
Menhiro,Menhiro,False,no
Meningito,Meningito,False,no
Mensheviki,Menŝeviko,False,no
Mercenario,Soldulo,False,no
Meringo,Meringo,False,no
Meristemo,Meristemo,False,no
Merkatigo,Merkatiko,False,no
Merlano,Merlango,False,no
Merlo,Merlo,False,no
Merovecho-dinastio,Merovidoj,False,no
Meskalino,Meskalino,False,no
Messina,Mesino,False,no
Metakarpo,Metakarpo,False,no
Metallica,Metallica,False,no
Metaloido,Metaloido,False,no
Metamorfosi,Metamorfozoj,False,no
Metatarso,Metatarso,False,no
Metatezo,Metatezo,False,no
Metempsikoso,Metempsikozo,False,no
Meteora,Meteora,False,no
Meteorito,Meteorŝtono,False,no
Meteoro,Meteoro,False,no
Meteoroido,Meteoroido,False,no
Metileno,Metileno,False,no
Metilo,Metila grupo,False,no
Metodo-pleo,Metodaktorado,False,no
Metodologio,Metodologio,False,no
Metonimio,Metonimio,False,no
MeToo,Movado MeToo,False,no
Metopo,Metopo,False,no
Metrito,Uterito,False,no
Metro,Metro,False,no
Metrokubo,Kubmetro,False,no
Metrologio,Metrologio,False,no
Metropolo,Metropolo,False,no
Mexicali,Mexicali,False,no
Mez-klaso,Meza klaso,False,no
Mez-Oriento,Mezoriento,False,no
Mezepoko,Mezepoko,False,no
Mezereono,Mezereo,False,no
Mezodermo,Mezodermo,False,no
Mezolitiko,Mezolitiko,False,no
Mezopotamia,Mezopotamio,False,no
Mezotero,Mez-Tero,False,no
Mezur-unajo,Mezurunuo,False,no
Mezuro,Mezuro,False,no
Miami,Miamo,False,no
Micelo,Micelo,False,no
Michelangelo,Mikelanĝelo,False,no
Midas,Midaso,False,no
Migrado,Migrado,False,no
Migreno,Migreno,False,no
Mijas,Mijas,False,no
Mikeno,Mikeno,False,no
Mikeno-kulturo,Mikena civilizo,False,no
Mikologio,Fungoscienco,False,no
Mikonduktoro,Duonkonduktanto,False,no
Mikorizo,Mikorizo,False,no
Mikraprocedilo,Mikroprocezilo,False,no
Mikrarusia,Malgranda Rusio,False,no
Mikro,Mikro,False,no
Mikro-ondoforno,Mikroondilo,False,no
Mikrobiologio,Mikrobiologio,False,no
Mili,Mili,False,no
Milico,Milico,False,no
Milit-indemo,Reparacio,False,no
Militekonomio,Militekonomio,False,no
Militisto,Militaj aferoj,False,no
Milwaukee,Milvokio,False,no
Minamata,Minamata,False,no
Minareto,Minareto,False,no
Mindanao,Mindanao,False,no
Mineralogio,Mineralogio,False,no
Minestrelo,Menestrelo,False,no
Mineyo,Minejo,False,no
Miniani,Minioj,False,no
Minias,Minio,False,no
Minnesota,Minesoto,False,no
Minorka,Minorko,False,no
Minos,Minoo,False,no
Minos-kulturo,Minoa civilizo,False,no
Minotauro,Minotaŭro,False,no
Mioceno,Mioceno,False,no
Mirabelo,Mirabelo,False,no
Mirandilla,Mirandilla,False,no
Miriapodo,Milpieduloj,False,no
Mirmidoni,Mirmidoj,False,no
Miro,Mirho,False,no
Mississippi,Misisipio,False,no
Missouri,Misurio,False,no
Mitokondrio,Mitokondrio,False,no
Mitoso,Mitozo,False,no
Mitralioso,Maŝinpafilo,False,no
Mitro,Mitro,False,no
Mix-lingui,Mikslingvo,False,no
